Myoware,X-axis,Y-axis,Z-axis,Output
752,-7.69,0.41,1.19,Bicep_Wrong_Form
973,-7.19,2.38,1.41,Bicep_Wrong_Form
921,-8.03,1.97,0.69,Bicep_Wrong_Form
675,-6.28,6.88,2.13,Bicep_Wrong_Form
971,-4.41,4.59,2.47,Bicep_Wrong_Form
784,-7.47,2.63,-0.06,Bicep_Wrong_Form
573,-5.75,4.66,-0.72,Bicep_Wrong_Form
261,-7.56,1.22,-2.22,Bicep_Wrong_Form
519,-5.94,3.94,0.97,Bicep_Wrong_Form
275,-8.38,1.16,0.12,Bicep_Wrong_Form
973,-1.97,6.78,0.94,Bicep_Wrong_Form
413,-7.66,-0.44,-1.34,Bicep_Wrong_Form
619,-3.31,6.25,1.81,Bicep_Wrong_Form
217,-7.75,0.09,-1.91,Bicep_Wrong_Form
487,-3.38,5.19,3.72,Bicep_Wrong_Form
703,-7.38,-0.37,-1.06,Bicep_Wrong_Form
475,-5.94,5.16,0.28,Bicep_Wrong_Form
219,-7.31,0.63,-2.81,Bicep_Wrong_Form
975,-6.72,4.06,-1.12,Bicep_Wrong_Form
297,-7.75,1,0.5,Bicep_Wrong_Form
221,-4.31,5.19,1.69,Bicep_Wrong_Form
600,-7.56,0.09,-1.47,Bicep_Wrong_Form
427,-5.03,4.31,4.91,Bicep_Wrong_Form
974,-9,3.66,-1.16,Bicep_Wrong_Form
763,-7.03,4.03,-0.5,Bicep_Wrong_Form
973,-7.66,4.41,0.75,Bicep_Wrong_Form
223,-7.03,1.28,0.12,Bicep_Wrong_Form
973,-4.56,4.5,2.34,Bicep_Wrong_Form
430,-6.97,-0.84,-1.22,Bicep_Wrong_Form
295,-7.69,1.47,-1.75,Bicep_Wrong_Form
975,-5.69,6.5,0.84,Bicep_Wrong_Form
224,-8.13,0.12,-0.41,Bicep_Wrong_Form
927,-3.78,6.91,2.22,Bicep_Wrong_Form
611,-6.94,1.37,2,Bicep_Wrong_Form
476,-7.5,2.28,-0.22,Bicep_Wrong_Form
596,-7.88,2.59,0.06,Bicep_Wrong_Form
382,-6.78,2.63,-0.66,Bicep_Wrong_Form
223,-8.13,-0.84,-0.81,Bicep_Wrong_Form
696,-4.44,6.41,2.19,Bicep_Wrong_Form
312,-7.75,0.59,-1.09,Bicep_Wrong_Form
743,-3.34,2.84,3.03,Bicep_Wrong_Form
263,-7.75,0,-0.97,Bicep_Wrong_Form
481,-7.13,-0.41,-0.94,Bicep_Wrong_Form
681,-5,3.91,1.06,Bicep_Wrong_Form
810,-7.88,0.44,-0.84,Bicep_Wrong_Form
590,-6.72,6.34,0.88,Bicep_Wrong_Form
977,-8.31,3.38,0.47,Bicep_Wrong_Form
600,-7.78,-0.03,0.16,Bicep_Wrong_Form
978,-6.06,3.34,0.63,Bicep_Wrong_Form
380,-8.19,0.44,0.53,Bicep_Wrong_Form
811,-4.78,5.28,1.25,Bicep_Wrong_Form
299,-5.63,1.5,1.78,Bicep_Wrong_Form
968,-4.16,5.69,2.53,Bicep_Wrong_Form
345,-7.78,2.41,0.03,Bicep_Wrong_Form
626,-5.34,5.41,1.97,Bicep_Wrong_Form
560,-7.97,0.25,-1.59,Bicep_Wrong_Form
644,-4.19,6.59,1.28,Bicep_Wrong_Form
940,-7.72,0.78,-0.72,Bicep_Wrong_Form
540,-7.16,1.84,0.34,Bicep_Wrong_Form
786,-6.97,3.81,0.63,Bicep_Wrong_Form
542,-7.34,2.81,-0.75,Bicep_Wrong_Form
794,-7.78,2.28,-1.84,Bicep_Wrong_Form
597,-6.53,5.97,-0.06,Bicep_Wrong_Form
890,-7.34,1.25,-0.31,Bicep_Wrong_Form
488,-5.72,4.94,0.72,Bicep_Wrong_Form
964,-8.06,3.25,-0.25,Bicep_Wrong_Form
434,-8,2.69,-0.69,Bicep_Wrong_Form
976,-4.88,3.81,1.22,Bicep_Wrong_Form
219,-7.63,-3.03,-1.47,Bicep_Wrong_Form
721,-3.75,4.13,3.16,Bicep_Wrong_Form
976,-7.63,-1.12,-1.19,Bicep_Wrong_Form
362,-5.78,5.34,0.81,Bicep_Wrong_Form
186,-7.66,0.03,-0.91,Bicep_Correct_Form
450,-7.69,-0.53,-1.34,Bicep_Correct_Form
684,-7.63,0.56,-0.88,Bicep_Correct_Form
467,-7.72,-0.28,-0.88,Bicep_Correct_Form
161,-7.56,0.06,-0.91,Bicep_Correct_Form
264,-7.81,-0.19,-1.12,Bicep_Correct_Form
821,-7.59,0.75,-0.72,Bicep_Correct_Form
406,-7.31,-0.22,-0.94,Bicep_Correct_Form
937,-7.81,-0.5,-1.16,Bicep_Correct_Form
881,-7.78,0.72,-0.72,Bicep_Correct_Form
415,-7.66,0.16,-0.63,Bicep_Correct_Form
976,-7.81,-0.31,-0.91,Bicep_Correct_Form
339,-7.69,0.41,-0.63,Bicep_Correct_Form
285,-7.66,0.37,-0.84,Bicep_Correct_Form
387,-7.47,0.53,-0.66,Bicep_Correct_Form
536,-7.5,0,-0.97,Bicep_Correct_Form
296,-7.66,-0.12,-1,Bicep_Correct_Form
188,-8.06,-0.31,-0.94,Bicep_Correct_Form
455,-7.63,-0.12,-0.94,Bicep_Correct_Form
312,-7.78,0.03,-0.84,Bicep_Correct_Form
229,-7.94,0,-0.88,Bicep_Correct_Form
458,-7.5,-0.22,-0.84,Bicep_Correct_Form
281,-7.69,-0.06,-0.91,Bicep_Correct_Form
183,-7.75,0.47,-0.69,Bicep_Correct_Form
355,-7.66,-0.06,-0.53,Bicep_Correct_Form
268,-7.69,-0.16,-0.88,Bicep_Correct_Form
476,-7.69,0.34,-0.88,Bicep_Correct_Form
178,-7.53,0.16,-0.66,Bicep_Correct_Form
377,-7.59,-0.12,-1.03,Bicep_Correct_Form
215,-7.75,-0.03,-0.97,Bicep_Correct_Form
969,-7.44,0.81,-0.5,Bicep_Correct_Form
247,-7.88,0.44,-0.78,Bicep_Correct_Form
407,-7.44,0.22,-0.81,Bicep_Correct_Form
264,-7.59,-0.19,-0.91,Bicep_Correct_Form
478,-7.84,0.34,-0.75,Bicep_Correct_Form
215,-7.59,-0.22,-0.84,Bicep_Correct_Form
319,-7.63,-0.31,-0.91,Bicep_Correct_Form
261,-7.34,0,-0.81,Bicep_Correct_Form
332,-7.84,-0.06,-0.81,Bicep_Correct_Form
413,-7.75,-0.28,-1.03,Bicep_Correct_Form
310,-7.78,0.41,-0.84,Bicep_Correct_Form
226,-7.41,0.53,-0.66,Bicep_Correct_Form
393,-7.69,0.12,-0.81,Bicep_Correct_Form
255,-7.59,0.37,-0.88,Bicep_Correct_Form
201,-7.75,0.41,-0.81,Bicep_Correct_Form
419,-7.81,-0.16,-0.88,Bicep_Correct_Form
285,-7.69,-0.06,-1.06,Bicep_Correct_Form
187,-8,0.59,-0.75,Bicep_Correct_Form
390,-7.63,0.16,-0.88,Bicep_Correct_Form
261,-7.59,-0.09,-0.94,Bicep_Correct_Form
401,-7.47,0.53,-0.56,Bicep_Correct_Form
197,-7.19,-0.06,-0.78,Bicep_Correct_Form
336,-7.75,-0.12,-0.94,Bicep_Correct_Form
239,-7.75,0.19,-0.91,Bicep_Correct_Form
968,-7.72,1.94,-0.56,Bicep_Correct_Form
217,-6.59,0.53,-0.47,Bicep_Correct_Form
614,-7.69,-0.06,-1.09,Bicep_Correct_Form
250,-7.75,0.56,-0.94,Bicep_Correct_Form
971,-7.75,1.22,-0.88,Bicep_Correct_Form
177,-7.59,0.47,-0.66,Bicep_Correct_Form
618,-7.69,0.72,-0.94,Bicep_Correct_Form
286,-7.75,0.56,-0.91,Bicep_Correct_Form
950,-7.69,0.94,-0.56,Bicep_Correct_Form
278,-8.09,0.47,-0.78,Bicep_Correct_Form
550,-7.63,-0.09,-0.97,Bicep_Correct_Form
277,-7.66,0.59,-0.81,Bicep_Correct_Form
499,-7.47,1.28,-0.53,Bicep_Correct_Form
447,-7.91,0.03,-0.72,Bicep_Correct_Form
315,-7.47,0.63,-0.81,Bicep_Correct_Form
455,-7.59,0.94,-0.66,Bicep_Correct_Form
296,-7.72,0.03,-0.97,Bicep_Correct_Form
634,-7.53,0.78,-0.41,Bicep_Correct_Form
551,-7.75,0.91,-0.66,Bicep_Correct_Form
340,-7.72,-0.19,-1.16,Bicep_Correct_Form
229,-7.66,0,-0.94,Bicep_Correct_Form
871,-7.69,0.78,-0.81,Bicep_Correct_Form
454,-7.75,0.56,-0.91,Bicep_Correct_Form
342,-7.78,-0.25,-0.91,Bicep_Correct_Form
222,-7.66,-0.09,-0.88,Bicep_Correct_Form
744,-7.5,0.88,-0.69,Bicep_Correct_Form
335,-7.94,0.88,-0.66,Bicep_Correct_Form
252,-7.69,0.59,-0.84,Bicep_Correct_Form
636,-7.44,1.16,-0.56,Bicep_Correct_Form
274,-7.88,0.53,-0.66,Bicep_Correct_Form
391,-7.72,0.09,-1.06,Bicep_Correct_Form
259,-7.59,0.34,-0.75,Bicep_Correct_Form
381,-7.41,0.16,-0.81,Bicep_Correct_Form
218,-7.69,-0.5,-0.97,Bicep_Correct_Form
734,-7.72,0.94,-0.5,Bicep_Correct_Form
304,-7.44,0.31,-0.84,Bicep_Correct_Form
877,-7.78,0.69,-0.56,Bicep_Correct_Form
535,-7.59,0.44,-0.84,Bicep_Correct_Form
254,-7.66,-0.34,-1.16,Bicep_Correct_Form
752,-8,0.94,-0.31,Bicep_Correct_Form
417,-7.97,-0.69,-1.19,Bicep_Correct_Form
286,-7.88,-0.12,-0.88,Bicep_Correct_Form
386,-7.66,0.94,-0.72,Bicep_Correct_Form
318,-7.78,0.06,-1,Bicep_Correct_Form
223,-7.69,0.22,-0.88,Bicep_Correct_Form
744,-7.5,1.28,-0.53,Bicep_Correct_Form
366,-7.16,0.12,-0.56,Bicep_Correct_Form
239,-7.56,-0.28,-1,Bicep_Correct_Form
796,-7.56,0.94,-0.41,Bicep_Correct_Form
359,-7.06,0.31,-0.5,Bicep_Correct_Form
247,-7.78,0.22,-0.88,Bicep_Correct_Form
348,-7.5,0.72,-0.41,Bicep_Correct_Form
464,-7.66,0.81,-0.63,Bicep_Correct_Form
275,-7.5,-0.03,-0.84,Bicep_Correct_Form
635,-7.78,1.09,-1,Bicep_Correct_Form
362,-7.81,0.09,-0.91,Bicep_Correct_Form
256,-7.75,-0.25,-0.97,Bicep_Correct_Form
551,-7.72,0.97,-0.56,Bicep_Correct_Form
254,-7.75,0.72,-0.78,Bicep_Correct_Form
305,-7.81,0.44,-0.88,Bicep_Correct_Form
229,-7.78,0.31,-0.84,Bicep_Correct_Form
904,-7.72,1.69,-0.72,Bicep_Correct_Form
343,-8,0.22,-1,Bicep_Correct_Form
247,-7.63,-0.03,-1.12,Bicep_Correct_Form
316,-7.5,1,-0.59,Bicep_Correct_Form
237,-7.66,-0.22,-1.09,Bicep_Correct_Form
297,-7.78,-0.28,-0.91,Bicep_Correct_Form
557,-7.38,0.66,-0.78,Bicep_Correct_Form
276,-7.69,-0.41,-1.31,Bicep_Correct_Form
664,-7.69,0.81,-0.63,Bicep_Correct_Form
295,-7.78,0.75,-0.41,Bicep_Correct_Form
376,-7.56,0.88,-0.5,Bicep_Correct_Form
225,-7.69,0.41,-0.78,Bicep_Correct_Form
652,-7.53,1.22,-0.19,Bicep_Correct_Form
283,-7.41,-0.34,-1.03,Bicep_Correct_Form
436,-7.91,0.66,-0.53,Bicep_Correct_Form
549,-7.13,0.16,-0.66,Bicep_Correct_Form
276,-7.66,-0.41,-1.03,Bicep_Correct_Form
350,-7.72,0.53,-0.78,Bicep_Correct_Form
408,-7.56,0.88,-0.31,Bicep_Correct_Form
221,-7.31,0,-0.88,Bicep_Correct_Form
974,-7.75,1.16,-0.75,Bicep_Correct_Form
480,-7.75,0.75,-0.66,Bicep_Correct_Form
253,-7.88,-0.03,-1.06,Bicep_Correct_Form
516,-7.53,1.5,-0.37,Bicep_Correct_Form
412,-8.06,0.16,-0.84,Bicep_Correct_Form
260,-7.78,0.16,-0.97,Bicep_Correct_Form
861,-7.44,1.56,-0.75,Bicep_Correct_Form
673,-7.34,0.06,-0.97,Bicep_Correct_Form
238,-7.75,-0.12,-1.09,Bicep_Correct_Form
309,-7.59,0.66,-0.69,Bicep_Correct_Form
228,-7.84,-0.88,-1.41,Bicep_Correct_Form
290,-8,-0.09,-1,Bicep_Correct_Form
661,-7.72,1.12,-0.81,Bicep_Correct_Form
280,-6.84,-0.12,-0.25,Bicep_Correct_Form
206,-7.5,-0.22,-0.84,Bicep_Correct_Form
290,-7.84,0.12,-0.88,Bicep_Correct_Form
235,-7.81,0.88,-0.75,Bicep_Correct_Form
626,-7.53,1.75,-0.25,Bicep_Correct_Form
297,-7.69,0.66,-0.66,Bicep_Correct_Form
471,-7.94,1.12,-0.66,Bicep_Correct_Form
307,-7.91,1.44,-0.53,Bicep_Correct_Form
208,-7.63,0.28,-0.59,Bicep_Correct_Form
262,-7.72,1.5,-0.37,Bicep_Correct_Form
589,-7.5,1.78,-0.06,Bicep_Correct_Form
406,-7.38,1.94,0.03,Bicep_Correct_Form
219,-7.66,0.5,-0.41,Bicep_Correct_Form
608,-7.34,2.31,0.09,Bicep_Correct_Form
372,-7.66,1,0.28,Bicep_Correct_Form
236,-7.78,0.09,-0.53,Bicep_Correct_Form
365,-8.03,0.72,-0.56,Bicep_Correct_Form
223,-7.63,0.69,-0.56,Bicep_Correct_Form
719,-7.56,1.97,-0.12,Bicep_Correct_Form
346,-7.88,1.63,-0.12,Bicep_Correct_Form
251,-7.84,0.06,-0.53,Bicep_Correct_Form
306,-7.38,1.25,-0.37,Bicep_Correct_Form
395,-7.47,1.75,-0.06,Bicep_Correct_Form
255,-7.72,0.56,-0.75,Bicep_Correct_Form
456,-7.53,1.37,-0.25,Bicep_Correct_Form
253,-7.69,1.41,-0.28,Bicep_Correct_Form
535,-7.44,1.59,-0.12,Bicep_Correct_Form
345,-7.84,0.97,-0.56,Bicep_Correct_Form
243,-7.75,0.72,-0.28,Bicep_Correct_Form
631,-7.66,1.81,-0.03,Bicep_Correct_Form
509,-7.59,1.44,-0.12,Bicep_Correct_Form
266,-7.84,0.44,-0.56,Bicep_Correct_Form
485,-7.41,2.56,0.09,Bicep_Correct_Form
353,-7.84,0.84,-0.53,Bicep_Correct_Form
244,-7.63,0.72,-0.44,Bicep_Correct_Form
460,-7.69,1.78,-0.16,Bicep_Correct_Form
342,-7.25,2.66,0.25,Bicep_Correct_Form
403,-7.5,1.09,-0.22,Bicep_Correct_Form
256,-7.56,1.72,-0.28,Bicep_Correct_Form
598,-7.25,1.78,0.03,Bicep_Correct_Form
686,-7.47,2.22,0.06,Bicep_Correct_Form
304,-7.63,0.53,-0.63,Bicep_Correct_Form
978,-6.94,2.44,0.31,Bicep_Correct_Form
283,-7.59,0.78,-0.41,Bicep_Correct_Form
523,-7.16,2.59,0.22,Bicep_Correct_Form
234,-7.53,1.72,-0.09,Bicep_Correct_Form
353,-7.13,2.81,-0.09,Bicep_Correct_Form
240,-7.47,1.66,-0.19,Bicep_Correct_Form
493,-7.25,3.53,0.19,Bicep_Correct_Form
303,-7.59,0.94,-0.59,Bicep_Correct_Form
224,-7.59,0.37,-0.63,Bicep_Correct_Form
481,-7.34,1.19,-0.34,Bicep_Correct_Form
269,-7.03,1.25,-0.41,Bicep_Correct_Form
419,-7.56,2.28,0.28,Bicep_Correct_Form
228,-7.69,0.56,-0.44,Bicep_Correct_Form
312,-7.56,0.91,-0.53,Bicep_Correct_Form
239,-7.97,-0.25,-0.75,Bicep_Correct_Form
529,-7.69,1.12,-0.37,Bicep_Correct_Form
265,-7.94,0.97,-0.5,Bicep_Correct_Form
517,-7.75,0.47,-0.75,Bicep_Correct_Form
301,-7.78,0.78,-0.56,Bicep_Correct_Form
236,-7.69,0.63,-0.59,Bicep_Correct_Form
389,-7.59,0.69,-0.56,Bicep_Correct_Form
304,-7.72,-0.28,-0.84,Bicep_Correct_Form
242,-7.63,1.28,-0.47,Bicep_Correct_Form
353,-7.59,1.91,-0.59,Bicep_Correct_Form
232,-7.78,1.72,-0.44,Bicep_Correct_Form
447,-7.66,1.53,-0.53,Bicep_Correct_Form
304,-7.47,0.56,-0.44,Bicep_Correct_Form
230,-7.69,0.44,-0.81,Bicep_Correct_Form
626,-7.53,1.34,-0.53,Bicep_Correct_Form
321,-7.25,1.59,-0.22,Bicep_Correct_Form
231,-7.59,0.34,-0.56,Bicep_Correct_Form
284,-7.66,1.34,-0.56,Bicep_Correct_Form
412,-7.72,1.66,-0.25,Bicep_Correct_Form
248,-7.84,0.53,-0.72,Bicep_Correct_Form
615,-7.78,1.78,-0.63,Bicep_Correct_Form
312,-7.81,1.03,-0.03,Bicep_Correct_Form
240,-7.75,0.53,-0.75,Bicep_Correct_Form
466,-7.63,1.56,-0.37,Bicep_Correct_Form
405,-7.44,2.22,-0.12,Bicep_Correct_Form
247,-7.84,0.06,-0.63,Bicep_Correct_Form
441,-7.44,1.88,-0.25,Bicep_Correct_Form
324,-7.44,1.97,-0.25,Bicep_Correct_Form
235,-7.56,0.53,-0.78,Bicep_Correct_Form
628,-7.56,2.09,-0.19,Bicep_Correct_Form
437,-7.66,1.31,-0.63,Bicep_Correct_Form
222,-7.59,-0.03,-0.53,Bicep_Correct_Form
309,-7.56,2,-0.19,Bicep_Correct_Form
637,-7.56,1.97,0.06,Bicep_Correct_Form
249,-7.84,0.16,-0.81,Bicep_Correct_Form
379,-7.06,1.31,-0.37,Bicep_Correct_Form
305,-7.28,2.19,0.03,Bicep_Correct_Form
240,-7.38,1.03,-0.72,Bicep_Correct_Form
312,-7.44,1.91,0.19,Bicep_Correct_Form
569,-7.34,2.03,0.16,Bicep_Correct_Form
299,-7.81,2.53,-0.09,Bicep_Correct_Form
242,-7.59,0.44,-0.31,Bicep_Correct_Form
293,-7.03,1.53,0.09,Bicep_Correct_Form
719,-7.19,2.59,0.44,Bicep_Correct_Form
345,-7.44,2.06,0.16,Bicep_Correct_Form
228,-7.69,0.41,-0.44,Bicep_Correct_Form
295,-7.75,1.75,-0.09,Bicep_Correct_Form
562,-7.25,2.16,0.22,Bicep_Correct_Form
288,-7.47,0.44,-0.69,Bicep_Correct_Form
360,-7.34,2,0.25,Bicep_Correct_Form
242,-7.84,-0.28,-0.75,Bicep_Correct_Form
433,-7.56,2.03,-0.09,Bicep_Correct_Form
259,-8.22,0.78,-0.66,Bicep_Correct_Form
370,-7.44,2,0.09,Bicep_Correct_Form
254,-7.78,0.63,-0.5,Bicep_Correct_Form
639,-7.34,1.44,-0.25,Bicep_Correct_Form
295,-7.59,0.75,-0.59,Bicep_Correct_Form
238,-7.53,0.06,-0.59,Bicep_Correct_Form
806,-7.56,1.63,0.03,Bicep_Correct_Form
272,-7.91,1.03,-0.47,Bicep_Correct_Form
418,-7.44,1.84,-0.22,Bicep_Correct_Form
294,-7.66,1.44,-0.22,Bicep_Correct_Form
239,-7.75,0.88,-0.81,Bicep_Correct_Form
307,-7.63,0.97,-0.66,Bicep_Correct_Form
468,-7.44,2.19,-0.12,Bicep_Correct_Form
273,-7.63,0.5,-0.56,Bicep_Correct_Form
562,-7.66,1.81,-0.12,Bicep_Correct_Form
273,-6.88,1.34,-0.31,Bicep_Correct_Form
643,-7.44,2.72,0.25,Bicep_Correct_Form
422,-8.22,0.69,-0.44,Bicep_Correct_Form
654,-7.75,0.34,-0.84,Bicep_Correct_Form
731,-7.53,1.88,-0.03,Bicep_Correct_Form
417,-7.34,2.44,0.28,Bicep_Correct_Form
662,-7.59,1.37,-0.28,Bicep_Correct_Form
296,-7.66,0.06,-0.81,Bicep_Correct_Form
358,-7.66,1.34,-0.5,Bicep_Correct_Form
304,-7.94,1.03,-0.78,Bicep_Correct_Form
536,-7.53,1.25,-0.53,Bicep_Correct_Form
395,-7.84,0.88,-0.59,Bicep_Correct_Form
475,-7.44,0.37,-0.56,Bicep_Correct_Form
400,-7.56,0.72,-0.47,Bicep_Correct_Form
510,-7.5,1.16,-0.69,Bicep_Correct_Form
274,-7.88,1.06,-0.53,Bicep_Correct_Form
371,-7.69,1.66,-0.44,Bicep_Correct_Form
278,-8.19,0.41,-0.78,Bicep_Correct_Form
429,-7.28,1.56,-0.09,Bicep_Correct_Form
260,-7.59,1.56,-0.41,Bicep_Correct_Form
365,-7.75,0.41,-0.59,Bicep_Correct_Form
529,-7.41,1.59,-0.03,Bicep_Correct_Form
290,-7.72,1.12,-0.47,Bicep_Correct_Form
496,-7.22,2.25,0.22,Bicep_Correct_Form
272,-7.63,1.19,-0.41,Bicep_Correct_Form
432,-7.5,1.63,-0.31,Bicep_Correct_Form
287,-7.97,1.25,-0.56,Bicep_Correct_Form
604,-7.53,1.84,-0.22,Bicep_Correct_Form
322,-7.47,1.97,-0.12,Bicep_Correct_Form
266,-7.69,0.5,-0.53,Bicep_Correct_Form
371,-7.69,1.56,-0.37,Bicep_Correct_Form
283,-7.56,1.56,-0.09,Bicep_Correct_Form
619,-7.09,3.22,1.28,Bicep_Correct_Form
977,-7.22,4.69,0.34,Bicep_Correct_Form
541,-7.28,1.47,-0.66,Bicep_Correct_Form
426,-7.69,0.41,-0.09,Bicep_Correct_Form
825,-7.81,-0.22,-0.75,Bicep_Correct_Form
975,-7.66,1.56,-0.47,Bicep_Correct_Form
787,-7.44,1.75,0.53,Bicep_Correct_Form
429,-7.63,1.75,-0.56,Bicep_Correct_Form
298,-7.81,0.69,-0.28,Bicep_Correct_Form
617,-7.84,0.59,-0.69,Bicep_Correct_Form
965,-7.91,2,-0.06,Bicep_Correct_Form
766,-7.34,0.97,-0.34,Bicep_Correct_Form
459,-7.41,2.56,-0.19,Bicep_Correct_Form
275,-7.41,2.09,-0.16,Bicep_Correct_Form
413,-7.25,2.41,0,Bicep_Correct_Form
348,-7.31,2.25,0.06,Bicep_Correct_Form
295,-7.09,1.22,0.03,Bicep_Correct_Form
350,-7.69,0.59,-0.37,Bicep_Correct_Form
232,-7.78,1.03,-0.37,Bicep_Correct_Form
434,-7.53,2.06,-0.31,Bicep_Correct_Form
292,-7.34,1.22,0,Bicep_Correct_Form
404,-7.63,0.66,-0.31,Bicep_Correct_Form
280,-7.63,1.12,-0.34,Bicep_Correct_Form
430,-7.47,2.03,-0.03,Bicep_Correct_Form
309,-7.34,2.5,0.16,Bicep_Correct_Form
430,-8.16,1.63,-0.5,Bicep_Correct_Form
814,-7.56,0.66,-0.09,Bicep_Correct_Form
403,-7.09,0.06,-0.41,Bicep_Correct_Form
558,-6.97,2.56,0.44,Bicep_Correct_Form
447,-7.28,3.09,0.25,Bicep_Correct_Form
659,-7.56,1.03,0,Bicep_Correct_Form
432,-7.56,0.31,-0.37,Bicep_Correct_Form
553,-7.53,1.53,-0.25,Bicep_Correct_Form
394,-7.38,2.56,0.03,Bicep_Correct_Form
329,-7.41,2.06,-0.25,Bicep_Correct_Form
797,-7.66,2.16,-0.31,Bicep_Correct_Form
530,-7.53,1.16,-0.5,Bicep_Correct_Form
174,-7.63,1.41,-0.47,Bicep_Correct_Form
500,-7.47,2.16,0.19,Bicep_Correct_Form
938,-7.31,1.66,-0.19,Bicep_Correct_Form
237,-7.22,1.63,-0.16,Bicep_Correct_Form
594,-7.44,2.13,0.28,Bicep_Correct_Form
222,-7.72,1.88,-0.12,Bicep_Correct_Form
849,-7.72,0.91,-0.31,Bicep_Correct_Form
251,-7.72,0.91,-0.53,Bicep_Correct_Form
190,-7.56,1.03,-0.56,Bicep_Correct_Form
427,-7.06,1.75,-0.44,Bicep_Correct_Form
278,-7.75,1.44,-0.12,Bicep_Correct_Form
649,-7.5,0.56,-0.56,Bicep_Correct_Form
206,-7.75,0.91,-0.47,Bicep_Correct_Form
307,-7.63,1.25,-0.5,Bicep_Correct_Form
451,-7.88,1.72,0,Bicep_Correct_Form
169,-7.69,0.91,-0.44,Bicep_Correct_Form
591,-7.84,0.25,-0.41,Bicep_Correct_Form
235,-7.69,0.53,-0.37,Bicep_Correct_Form
381,-7.53,1.28,-0.41,Bicep_Correct_Form
873,-7.72,1.84,-0.19,Bicep_Correct_Form
249,-7.75,1,-0.34,Bicep_Correct_Form
807,-7.66,1.06,-0.37,Bicep_Correct_Form
323,-7.75,0.63,-0.47,Bicep_Correct_Form
743,-7.41,1.72,0,Bicep_Correct_Form
227,-7.28,0.84,0.03,Bicep_Correct_Form
904,-7.72,1.19,-0.16,Bicep_Correct_Form
424,-7.78,0.78,-0.5,Bicep_Correct_Form
362,-7.56,1.22,-0.28,Bicep_Correct_Form
868,-7.22,2.44,-0.22,Bicep_Correct_Form
184,-7.66,1.56,-0.19,Bicep_Correct_Form
754,-7.13,1.31,-0.19,Bicep_Correct_Form
385,-7.66,1.03,-0.28,Bicep_Correct_Form
455,-7.59,1.31,-0.37,Bicep_Correct_Form
271,-7.72,1.28,-0.19,Bicep_Correct_Form
833,-7.59,0.5,-0.37,Bicep_Correct_Form
310,-7.69,0.78,-0.5,Bicep_Correct_Form
878,-7.38,2.25,-0.19,Bicep_Correct_Form
251,-7.41,2.44,0.09,Bicep_Correct_Form
550,-8.19,1.19,-0.56,Bicep_Correct_Form
606,-7.69,0.88,-0.22,Bicep_Correct_Form
182,-7.75,0.88,-0.31,Bicep_Correct_Form
553,-7.97,1.19,-0.19,Bicep_Correct_Form
480,-7.25,1.88,-0.03,Bicep_Correct_Form
703,-7.59,0.78,-0.31,Bicep_Correct_Form
203,-7.63,0.88,-0.31,Bicep_Correct_Form
582,-7.38,1.44,-0.28,Bicep_Correct_Form
419,-7.5,1.69,0.28,Bicep_Correct_Form
608,-7.25,1.31,-0.37,Bicep_Correct_Form
178,-7.63,1.16,-0.34,Bicep_Correct_Form
512,-7.41,1.84,-0.22,Bicep_Correct_Form
976,-7.22,2.5,0.28,Bicep_Correct_Form
659,-7.94,1.75,-0.56,Bicep_Correct_Form
374,-7.75,1.03,-0.47,Bicep_Correct_Form
235,-7.5,0.84,-0.44,Bicep_Correct_Form
289,-7.34,2.44,0.12,Bicep_Correct_Form
344,-7.28,2.25,-0.03,Bicep_Correct_Form
682,-7.44,0.88,-0.09,Bicep_Correct_Form
406,-7.63,1.5,-0.25,Bicep_Correct_Form
219,-7.66,1.41,-0.22,Bicep_Correct_Form
809,-7.28,2.72,0,Bicep_Correct_Form
224,-7.19,1.81,0.19,Bicep_Correct_Form
312,-7.81,1.44,-0.31,Bicep_Correct_Form
508,-7.75,1.34,-0.31,Bicep_Correct_Form
167,-7.44,1.31,-0.25,Bicep_Correct_Form
482,-7.41,2.25,0.03,Bicep_Correct_Form
387,-7.53,1.06,-0.31,Bicep_Correct_Form
238,-7.47,1.81,-0.28,Bicep_Correct_Form
425,-7.59,2,-0.16,Bicep_Correct_Form
489,-7.88,1.44,-0.41,Bicep_Correct_Form
353,-7.5,1.53,-0.22,Bicep_Correct_Form
513,-7.34,1.37,-0.25,Bicep_Correct_Form
322,-7.91,2.31,-0.44,Bicep_Correct_Form
214,-6.84,1.28,0.41,Bicep_Correct_Form
305,-7.38,2.03,-0.25,Bicep_Correct_Form
208,-8.22,1.97,-0.69,Bicep_Correct_Form
386,-7.19,2.22,-0.28,Bicep_Correct_Form
251,-7.22,1.91,0.56,Bicep_Correct_Form
314,-7.16,1.97,0.06,Bicep_Correct_Form
193,-8.13,1.56,-1.12,Bicep_Correct_Form
455,-7.19,3,0.19,Bicep_Correct_Form
389,-7.53,1.19,-0.72,Bicep_Correct_Form
187,-7.88,3.28,0,Bicep_Correct_Form
425,-7.13,2.47,0.44,Bicep_Correct_Form
256,-7.81,1.16,-0.59,Bicep_Correct_Form
402,-7.53,2.06,-0.06,Bicep_Correct_Form
301,-7.63,1.31,-0.59,Bicep_Correct_Form
384,-7.59,1.81,-0.22,Bicep_Correct_Form
173,-6.66,2.56,0.44,Bicep_Correct_Form
